raw_column,standard_column,table_context,label
OLD_TRANSACTION_AMOUNT,transaction_notes,transactions,0
spplr_id,last_updated,products,0
settlement_date_v1,customer_id,transactions,0
SttlmntDt,transaction_amount,transactions,0
payment,transaction_status,transactions,0
legacy_purchase_condition,shipping_cost,orders,0
performance_rating,performance_rating,employees,1
estimateddelivery,estimated_delivery,orders,1
couponcode,tax_amount,orders,0
tax_amount,order_status,orders,0
prdct_clr,product_color,products,1
employee_address_src,employee_address,employees,1
CouponCode,order_source,orders,0
customerstate,customer_zip,customers,0
client_id,payment_method,orders,0
transactio,transaction_status,transactions,1
customerstatus,occupation,customers,0
raw_product_status,product_status,products,1
CustomerName,customer_name,customers,1
shipping_cost_v1,customer_id,orders,0
TAX_MNT,tax_amount,orders,1
Authorization_Code,transaction_type,transactions,0
shppng_zip,shipping_city,orders,0
SETTLEMENT_DATE,customer_id,transactions,0
currencycode,settlement_date,transactions,0
emp_department,employee_phone,employees,0
orderdate,order_notes,orders,0
itm_id,product_subcategory,products,0
empnm,employee_name,employees,1
e_id,manager_id,employees,0
shippingstate,order_id,orders,0
cstmr_id,delivery_date,orders,0
shppng_cst,shipping_cost,orders,1
last_login_date,income_range,customers,0
CUSTOMER_SEGMENT,customer_segment,customers,1
ProductStatus,product_subcategory,products,0
prod_sku,product_name,products,0
prdct_dscrptn,product_description,products,1
TransactionFee,order_id,transactions,0
shppng_ddrss,shipping_address,orders,1
legacy.employee.zip,employee_id,employees,0
ORDER_TOTAL,order_source,orders,0
cust_city,customer_city,customers,1
member_state,customer_name,customers,0
Prdct_Nm,product_name,products,1
transaction_status_new,transaction_amount,transactions,0
product,product_status,products,0
product_category_old,product_name,products,0
gndr,occupation,customers,0
rrdr_lvl,reorder_level,products,1
srccustomername,preferred_language,customers,0
preferredlanguage,loyalty_points,customers,0
shipping_state,shipping_state,orders,1
src_transaction_notes,card_last_four,transactions,0
col_emp_sts,employee_phone,employees,0
PaymentMethod,order_id,orders,0
emergency_contact,employee_id,employees,0
cust_segment_field,customer_type,customers,0
orig_customername,customer_zip,customers,0
customer_country,customer_country,customers,1
discountamount,order_priority,orders,0
pmt_nts,card_last_four,transactions,0
col_buyer_state,date_of_birth,customers,0
trnsctn_nts,transaction_notes,transactions,1
t_notes,transaction_notes,transactions,1
exchangerate,exchange_rate,transactions,1
mrgncy_cntct,years_of_service,employees,0
prod_weight,product_weight,products,1
CustomerType,customer_status,customers,0
staff_department_orig,years_of_service,employees,0
transaction_fee,transaction_amount,transactions,0
product_brand,product_id,products,0
CustomerState,customer_email,customers,0
Termination_Date,employee_email,employees,0
txn_fee,merchant_id,transactions,0
col_customer_id,tax_amount,orders,0
EstimatedDelivery,order_status,orders,0
refund_timestamp,merchant_id,transactions,0
order_id_field,settlement_date,transactions,0
preferredlanguage,occupation,customers,0
c_addr,customer_address,customers,1
employee_email_orig,employee_phone,employees,0
Date_Of_Birth,date_of_birth,customers,1
cstmr_city,registration_date,customers,0
raw_emergency_contact,manager_id,employees,0
rfndmnt,transaction_fee,transactions,0
trmnl_id,authorization_code,transactions,0
cstmr,customer_country,customers,0
transaction_date_v2,transaction_date,transactions,1
o_dt,order_date,orders,1
customer_id_field,authorization_code,transactions,0
e_label,employee_name,employees,1
Taxamount,estimated_delivery,orders,0
CUSTOMERNAMESRC,customer_country,customers,0
rdr_id,currency_code,transactions,0
legacy_preferred_language,preferred_language,customers,1
user_id_new,last_login_date,customers,0
trnsctn_fee,payment_method,transactions,0
mply_pstn,date_of_birth,employees,0
occupation,occupation,customers,1
cstmr_cntry,customer_phone,customers,0
transaction_datetime_temp,refund_amount,transactions,0
E_CITY,employee_department,employees,0
dlvry_dt_new,order_total,orders,0
col_Transaction_Fee,transaction_fee,transactions,1
raw_last_updated,product_brand,products,0
orig_product_dimensions,product_dimensions,products,1
staff_position,employee_phone,employees,0
shipping_state,shipping_state,orders,1
Date_Of_Birth,termination_date,employees,0
CustomerName,occupation,customers,0
prod_sku,product_sku,products,1
TRNSCTN_MNT,refund_amount,transactions,0
emp_lctn,employee_address,employees,1
col_shipping_state_legacy,order_id,orders,0
c_zip,customer_email,customers,0
yrs_of_srvc_fld,date_of_birth,employees,0
raw_orig_product_dimensions,product_dimensions,products,1
orig_lst_lgn_dt,last_login_date,customers,1
DiscountAmount,discount_amount,orders,1
transactionamount,transaction_id,transactions,0
payment_me,transaction_status,transactions,0
EMPLOYEE_ZIP,termination_date,employees,0
customer-state,customer_id,customers,0
Product_Dimensions,product_barcode,products,0
product_ba,product_dimensions,products,0
settlement,transaction_notes,transactions,0
TRANSACTION_FEE,transaction_status,transactions,0
trnsctn_fee,transaction_amount,transactions,0
ncm_rng,preferred_language,customers,0
ExchangeRate,transaction_type,transactions,0
discount_value,order_source,orders,0
paymentmethod,payment_method,transactions,1
ORDER_SOURCE,actual_delivery,orders,0
customer,customer_name,customers,1
manager_id,manager_id,employees,1
preferredlanguagefield,customer_state,customers,0
src_shippi,discount_amount,orders,0
lylty_pnts,date_of_birth,customers,0
customeremail,income_range,customers,0
col_years_of_service,employee_email,employees,0
Productdimensions,product_sku,products,0
currency_c,currency_code,transactions,1
manager_id_field,employee_department,employees,0
worker_name,emergency_phone,employees,0
staff_city,employee_name,employees,0
authorization_code_legacy,authorization_code,transactions,1
transactiondate,terminal_id,transactions,0
merchant_i,settlement_date,transactions,0
time_of_birth,date_of_birth,customers,1
booking_condition,shipping_address,orders,0
manager_id,emergency_contact,employees,0
shipping_cost,estimated_delivery,orders,0
trnsctn_nts,authorization_code,transactions,0
gds_nm,product_sku,products,0
shipping_cost,shipping_cost,orders,1
transaction_id,transaction_id,transactions,1
mply_dprtmnt,employee_state,employees,0
orderid,order_total,orders,0
p_brand,product_cost,products,0
hire_date,years_of_service,employees,0
performance_rating,employee_name,employees,0
dscnt_mnt,discount_amount,orders,1
article_condition,product_id,products,0
years_of_service,employee_position,employees,0
hiredate,employee_id,employees,0
TRANSACTION_ID,payment_processor,transactions,0
order_id_old,order_id,orders,1
HIREDATE,employee_city,employees,0
ORDER_STATUS,order_date,orders,0
emergency_phone,emergency_phone,employees,1
manager_id,date_of_birth,employees,0
col_emergency_contact_legacy,termination_date,employees,0
product-subcategory,product_cost,products,0
mply_zip,employee_phone,employees,0
terminal_id,authorization_code,transactions,0
actual_delivery_new,actual_delivery,orders,1
ProductSize,date_added,products,0
customerstate,gender,customers,0
emergency_phone,employee_zip,employees,0
MPLY_ID_FIELD,employee_position,employees,0
Transactionid,transaction_date,transactions,0
dateofbirth,customer_city,customers,0
clnt_segment,customer_type,customers,0
employee.city,employee_position,employees,0
productdescription,product_color,products,0
stck_qntty_fld,date_added,products,0
src_crd_lst_fr,exchange_rate,transactions,0
termination_date,employee_email,employees,0
orig_team_member_stage,hire_date,employees,0
customer_e,customer_id,customers,0
txn,currency_code,transactions,0
preferred-language,gender,customers,0
product-color,last_updated,products,0
cpn_cd,shipping_address,orders,0
booking_priority,shipping_zip,orders,0
cstmr_id_old,customer_segment,customers,0
account_country,loyalty_points,customers,0
productdescription,product_description,products,1
discount_amount,discount_amount,orders,1
product_cost_field,product_cost,products,1
col_coupon_code,order_total,orders,0
currency-code,authorization_code,transactions,0
prdct_prc,reorder_level,products,0
IncomeRange,customer_state,customers,0
trnsctn_typ,transaction_id,transactions,0
loyalty_points_field,last_login_date,customers,0
e_position,date_of_birth,employees,0
loyalty_points,registration_date,customers,0
col_employee_phone,date_of_birth,employees,0
worker_city,employee_city,employees,1
payment_processor_v1,exchange_rate,transactions,0
cstmr_ddrss,customer_zip,customers,0
payment_me,terminal_id,transactions,0
RegistrationDate,income_range,customers,0
SETTLEMENT_DATE,settlement_date,transactions,1
item_id,product_id,products,1
emp_state,employee_position,employees,0
RegistrationDate,preferred_language,customers,0
orig_cstmr_cty,customer_type,customers,0
manager_id,manager_id,employees,1
booking-timestamp,order_date,orders,1
employee,employee_id,employees,1
prdct_nm,product_barcode,products,0
Mply_Slry,employee_salary,employees,1
payment_processor,card_last_four,transactions,0
Gender,customer_status,customers,0
card_last_four,transaction_id,transactions,0
customeraddress,occupation,customers,0
staff_salary,performance_rating,employees,0
payment-processor,settlement_date,transactions,0
ExchangeRate,card_last_four,transactions,0
ShippingZip,coupon_code,orders,0
personnelzip,employee_department,employees,0
emergency_telephone,performance_rating,employees,0
rfnd_dt,customer_id,transactions,0
refunddate,refund_date,transactions,1
terminal_id_field,card_last_four,transactions,0
new_item_size_new,product_id,products,0
hr_dt,employee_zip,employees,0
Terminal_Id,payment_processor,transactions,0
purchaser_electronic_mail,customer_email,customers,1
PRODUCT_SIZE,product_id,products,0
date_added,product_size,products,0
crd_lst_fr,settlement_date,transactions,0
Product_Dimensions,date_added,products,0
date,date_added,products,1
emergency_ph,emergency_phone,employees,1
product_cost,product_cost,products,1
ProductSku,product_sku,products,1
payment_processor_v1,transaction_fee,transactions,0
performance.rating,performance_rating,employees,1
mngr_id,hire_date,employees,0
payment_method,delivery_date,orders,0
refund_amt_temp,refund_amount,transactions,1
EmployeeEmail,hire_date,employees,0
customerid,customer_id,customers,1
SHPPNG_STT,shipping_cost,orders,0
old_prdct_cst,product_description,products,0
RefundAmount,currency_code,transactions,0
mrgncy_phn,employee_address,employees,0
preferred_language_old,preferred_language,customers,1
ORDER_SOURCE,order_source,orders,1
actual,order_id,orders,0
delivery_date,order_status,orders,0
last-login-date,registration_date,customers,0
cust_type,customer_address,customers,0
shipping_city_temp,order_date,orders,0
itm_prc,product_price,products,1
CustomerCity,registration_date,customers,0
TempShippingCity,shipping_state,orders,0
CURRENCY_CODE,settlement_date,transactions,0
mrgncy_cntct,hire_date,employees,0
employee.name,employee_name,employees,1
purchaser_name,customer_name,customers,1
TerminationDate,employee_department,employees,0
temp_gender,occupation,customers,0
col_dt_of_brth,employee_salary,employees,0
ProductColor,product_id,products,0
Trans_Id,transaction_status,transactions,0
itm_dimensions,product_subcategory,products,0
actualdelivery,order_notes,orders,0
customeraddress,customer_zip,customers,0
c_cty,customer_name,customers,0
last_login_time,customer_segment,customers,0
CustomerSegment,customer_city,customers,0
product_category_new,product_subcategory,products,0
new_transaction_id,currency_code,transactions,0
customer_id_v2,refund_amount,transactions,0
old_product_weight,product_subcategory,products,0
Employee-d,employee_phone,employees,0
RAW_DISCOUNTAMOUNT,order_status,orders,0
EMPLOYEE_CITY,emergency_phone,employees,0
employee_status,employee_status,employees,1
orig_discount_amount,discount_amount,orders,1
PRODUCTSIZE,product_barcode,products,0
transaction,transaction_date,transactions,1
exchange-rate,merchant_id,transactions,0
transactiontype,terminal_id,transactions,0
new_trnsctnfee,refund_amount,transactions,0
employeepo,years_of_service,employees,0
RefundAmount,transaction_amount,transactions,0
order_id,card_last_four,transactions,0
time_of_birth,emergency_contact,employees,0
PRODUCT_BARCODE,product_barcode,products,1
d_added,last_updated,products,0
employee_salary,employee_city,employees,0
legacy_delivery_date_new,order_notes,orders,0
order_date_new,order_date,orders,1
rg_prfrrd_lngg,customer_email,customers,0
src_stock_quantity,reorder_level,products,0
years_of_service,years_of_service,employees,1
account_city,customer_city,customers,1
tax_mnt,shipping_address,orders,0
card_last_four,card_last_four,transactions,1
product-price,product_barcode,products,0
prdct_dmnsns,product_weight,products,0
LastUpdated,product_category,products,0
preferredlanguage,last_login_date,customers,0
col_order_status,estimated_delivery,orders,0
CUSTOMERNAME_V1,preferred_language,customers,0
orig_Merchant_Id,payment_processor,transactions,0
temp_orig_preferred_language_field,customer_address,customers,0
hire_timestamp,hire_date,employees,1
ordertotal,order_date,orders,0
ProductSubcategory,product_subcategory,products,1
customer_phone,last_login_date,customers,0
productcategory,product_category,products,1
CUSTOMER_COUNTRY,income_range,customers,0
manager_id,manager_id,employees,1
col_Transaction-Amount,currency_code,transactions,0
legacy_product_subcategory,product_subcategory,products,1
ctl_dlvry,shipping_zip,orders,0
transaction_status,terminal_id,transactions,0
col_LastLoginDate,customer_address,customers,0
productname,product_name,products,1
product_barcode_legacy,product_barcode,products,1
O_Total,estimated_delivery,orders,0
supplier_id,product_name,products,0
raw_terminal_id_old,terminal_id,transactions,1
customerzip,customer_city,customers,0
itm_sku,product_name,products,0
EstimatedDelivery,order_source,orders,0
orig_order_notes,shipping_address,orders,0
order-sour,order_source,orders,1
Cstmr_Id,customer_id,orders,1
ShippingAddress,shipping_address,orders,1
order_id,tax_amount,orders,0
RefundAmount,refund_date,transactions,0
prfrmncrtng,years_of_service,employees,0
transaction_status,payment_method,transactions,0
time_added,product_cost,products,0
manager_id,years_of_service,employees,0
col_stck_qntty,product_description,products,0
product_price_field,product_price,products,1
p_cost,product_cost,products,1
thrztn.cd,currency_code,transactions,0
col_estimated_delivery,shipping_address,orders,0
prdct.dscrptn,product_description,products,1
rdr_ttl_new_old,actual_delivery,orders,0
Cstmr_Id,order_priority,orders,0
employee_salary_orig,employee_id,employees,0
shipping_z,shipping_zip,orders,1
terminalid,transaction_id,transactions,0
Product_Category,date_added,products,0
shippingcity,shipping_city,orders,1
customeremail,customer_segment,customers,0
coupon_code,order_date,orders,0
ProductSizeOld,product_size,products,1
incomerange,last_login_date,customers,0
ORDER_TOTAL,shipping_zip,orders,0
refund_value,payment_method,transactions,0
PreferredLanguage,preferred_language,customers,1
settlement_time,transaction_type,transactions,0
client_state,customer_status,customers,0
employee-id-old,performance_rating,employees,0
col_loyalty_points,registration_date,customers,0
employeeemail,emergency_contact,employees,0
itm_id,product_id,products,1
prdct_dmnsns_lgcy,product_id,products,0
refund-amount,payment_method,transactions,0
item_color,product_status,products,0
customer,registration_date,customers,0
col_buyer_segment,date_of_birth,customers,0
Shipping_City,actual_delivery,orders,0
yrs_of_srvc,manager_id,employees,0
cust_zip,registration_date,customers,0
customer_country,customer_state,customers,0
discount_amount_old,order_total,orders,0
refund,transaction_notes,transactions,0
member_id_field,customer_id,customers,1
terminal_id,terminal_id,transactions,1
order_priority,order_priority,orders,1
AuthorizationCode,settlement_date,transactions,0
col_employee_zip,employee_city,employees,0
exchange_rate,transaction_id,transactions,0
customer_type_temp,customer_city,customers,0
customer_id,refund_date,transactions,0
shppng_stt,shipping_state,orders,1
years,employee_email,employees,0
orderpriority,order_priority,orders,1
buyer_street_address,customer_type,customers,0
EMPLOYEE_STATUS,years_of_service,employees,0
date_of_birth,customer_country,customers,0
customer_address_src,gender,customers,0
CUSTOMER_ZIP_field,gender,customers,0
EMPLOYEE_POSITION,employee_name,employees,0
transaction,authorization_code,transactions,0
purchase_notes,order_notes,orders,1
Shipping_Cost,delivery_date,orders,0
product_price_temp,product_name,products,0
col_gender,customer_id,customers,0
employee_zip,employee_phone,employees,0
EmergencyContact,employee_id,employees,0
emergencycontact,employee_department,employees,0
client_state,customer_state,customers,1
prdct,product_dimensions,products,0
employee-city,employee_city,employees,1
sale_state,order_total,orders,0
product_cost_old,product_size,products,0
CUSTOMER_SEGMENT_LEGACY,customer_segment,customers,1
mply_nm,performance_rating,employees,0
customer_country_orig,customer_country,customers,1
shipping_zip,shipping_address,orders,0
cstmrid,tax_amount,orders,0
transaction_type,customer_id,transactions,0
customerzip_old,customer_segment,customers,0
temp_PRODUCT_ID,product_id,products,1
lastlogindate,last_login_date,customers,1
taxamountv1,coupon_code,orders,0
EmergencyPhone,termination_date,employees,0
Productcategoryfield,supplier_id,products,0
stock_quantity,product_description,products,0
member_name,customer_name,customers,1
Product_Brand,product_status,products,0
ActualDelivery,order_date,orders,0
raw_customer_segment,loyalty_points,customers,0
exchange-rate,transaction_notes,transactions,0
last_updated,product_cost,products,0
manager,employee_address,employees,0
orderstatusold,discount_amount,orders,0
lylty_pnts,customer_state,customers,0
prdctd_raw,product_id,products,1
trnsctnstts,transaction_status,transactions,1
customer_segment_temp,customer_state,customers,0
rdr_ttl,shipping_zip,orders,0
old_shipping_city,shipping_zip,orders,0
worker_id,emergency_contact,employees,0
trnsctnf,transaction_notes,transactions,0
loyalty.points,last_login_date,customers,0
Employee_Zip,performance_rating,employees,0
trmntn_dt,employee_address,employees,0
last_updated,last_updated,products,1
merchant,settlement_date,transactions,0
customerid,settlement_date,transactions,0
account_country,customer_country,customers,1
personnel_department,employee_id,employees,0
ManagerId,termination_date,employees,0
product_brand_v2,product_barcode,products,0
itm_brand,last_updated,products,0
Actualdelivery,actual_delivery,orders,1
terminal_id,terminal_id,transactions,1
user_condition,customer_address,customers,0
coupon_code,order_date,orders,0
Product-dimensions,product_sku,products,0
customername,customer_zip,customers,0
personnel_salary,employee_salary,employees,1
actual,tax_amount,orders,0
rgstrtn_dt,registration_date,customers,1
customer,customer_country,customers,1
TRANSACTION_TYPE,transaction_type,transactions,1
Trnsctn_Fee,authorization_code,transactions,0
transaction_notes,authorization_code,transactions,0
Refund_Amount,currency_code,transactions,0
Transaction_Date,refund_amount,transactions,0
dateofbirth,date_of_birth,employees,1
cstmr_nm,customer_name,customers,1
delivery_date_field,delivery_date,orders,1
mply_pstn_tmp,employee_email,employees,0
old_mply.stts,employee_status,employees,1
dscnt_mnt,order_date,orders,0
client_zip,gender,customers,0
customertype,registration_date,customers,0
buyer_residence,customer_segment,customers,0
supplierid,stock_quantity,products,0
cust_id,customer_zip,customers,0
product-color,last_updated,products,0
src_authorizationcode,transaction_date,transactions,0
old_transaction_notes,transaction_notes,transactions,1
product.color,product_color,products,1
product_category,product_category,products,1
personnel_mobile,employee_zip,employees,0
INCOME_RANGE,customer_email,customers,0
src_pmt_state,payment_method,transactions,0
rrdr_lvl,product_status,products,0
actual-delivery,actual_delivery,orders,1
Preferred_Language,date_of_birth,customers,0
employee_salary_src,employee_phone,employees,0
Transaction_Fee,transaction_fee,transactions,1
terminal,currency_code,transactions,0
rdr_stts,actual_delivery,orders,0
yearsofservice,performance_rating,employees,0
product.size,reorder_level,products,0
legacy_years_of_service,employee_address,employees,0
payment_method,order_priority,orders,0
CstmrStts,preferred_language,customers,0
legacy_TERMINAL_ID,transaction_amount,transactions,0
discountamount,order_notes,orders,0
e_electronic_mail,employee_email,employees,1
col_preferred_language,preferred_language,customers,1
lst_pdtd,reorder_level,products,0
SHPPNG_ZIP,shipping_zip,orders,1
discountamount,order_total,orders,0
reorder_level,reorder_level,products,1
ESTIMATED_DELIVERY,customer_id,orders,0
customer_segment,preferred_language,customers,0
Settlement_Date,settlement_date,transactions,1
manager_id_field,employee_name,employees,0
registrationdate,registration_date,customers,1
mply_cty,emergency_contact,employees,0
supplierid,last_updated,products,0
Customercountry,customer_country,customers,1
PRODUCT_ID,date_added,products,0
product.id,product_sku,products,0
goods_name,product_color,products,0
TransactionDate,transaction_date,transactions,1
stock_quantity,stock_quantity,products,1
transactionfee,refund_amount,transactions,0
mply.d,employee_name,employees,0
temp_emergency_telephone,employee_zip,employees,0
performance_rating,employee_id,employees,0
c_city,customer_city,customers,1
mrchnt_id,refund_date,transactions,0
reorder_level,product_subcategory,products,0
shipping_residence,actual_delivery,orders,0
rfnd_mnt,transaction_notes,transactions,0
tax.amount,customer_id,orders,0
estimateddelivery,shipping_state,orders,0
prdctid,product_id,products,1
employeedepartment,employee_department,employees,1
Stf_Id,employee_email,employees,0
emergency_contact,emergency_contact,employees,1
dateofbirth,gender,customers,0
c,customer_name,customers,0
INCOME_RANGE,income_range,customers,1
customer,income_range,customers,0
customer_country_raw,registration_date,customers,0
mrgncy_phn_field,employee_email,employees,0
MPLY_DPRTMNT,years_of_service,employees,0
income_range_v2,loyalty_points,customers,0
team_member_id,employee_id,employees,1
product.cost,product_barcode,products,0
REFUND_DATE,refund_date,transactions,1
pmt,transaction_id,transactions,1
order_source,order_id,orders,0
occupation,occupation,customers,1
TERMINATION_DATE,emergency_phone,employees,0
dt_of_brth_v1,customer_address,customers,0
currency_code,refund_amount,transactions,0
gender,preferred_language,customers,0
order.id,payment_method,orders,0
customer,occupation,customers,0
payment_method_old,authorization_code,transactions,0
mply_stts,employee_city,employees,0
transaction_amount,transaction_amount,transactions,1
customer_country,occupation,customers,0
shipping_city_temp,discount_amount,orders,0
account_electronic_mail,customer_address,customers,0
crd_lst_fr,refund_amount,transactions,0
employee_address_v2_v1,employee_salary,employees,0
last_updated,stock_quantity,products,0
col_customer_state,customer_state,customers,1
prdct_cst,product_cost,products,1
col_card_last_four,settlement_date,transactions,0
customer.zip,income_range,customers,0
merchandise_category_old,product_price,products,0
e.state,employee_phone,employees,0
order_priority_v2,customer_id,orders,0
shipping_state,discount_amount,orders,0
cstmr_stts,loyalty_points,customers,0
transactionidnew,transaction_amount,transactions,0
src_customer_state,customer_state,customers,1
DeliveryDate,order_id,orders,0
discount_amount,discount_amount,orders,1
EmployeeDepartment,performance_rating,employees,0
col_estimated_delivery,tax_amount,orders,0
transaction-status,transaction_status,transactions,1
cstmr_ddrss,customer_phone,customers,0
shppng_stt_v1,tax_amount,orders,0
shipping_cost,order_total,orders,0
PREFERRED_LANGUAGE_v2,last_login_date,customers,0
merchandise_state,last_updated,products,0
paymentmethod,transaction_notes,transactions,0
src_employee_state,employee_state,employees,1
DeliveryDate,order_status,orders,0
col_transaction_id,terminal_id,transactions,0
goods_id,product_id,products,1
sku_barcode,product_cost,products,0
lst.pdtd,product_price,products,0
MerchantId,authorization_code,transactions,0
settlement_time,customer_id,transactions,0
customer-email,customer_email,customers,1
article_barcode,product_cost,products,0
trnsctn_id_src,refund_amount,transactions,0
cpn_cd,order_id,orders,0
paymentprocessor,authorization_code,transactions,0
rdrPrrty,order_priority,orders,1
product-name,product_price,products,0
employeeemail,employee_email,employees,1
shipping_address,customer_id,orders,0
cstmr_typ,customer_address,customers,0
shipping_zip,shipping_address,orders,0
order_id,order_id,orders,1
DATE_OF_BIRTH,date_of_birth,customers,1
order_stat,coupon_code,orders,0
coupon_code_new,order_source,orders,0
cpn_cd,shipping_address,orders,0
article_stage,product_name,products,0
sale_id,shipping_cost,orders,0
orig_cstmr_stt_tmp,income_range,customers,0
CustomerZip,gender,customers,0
trmntn_dt_field,termination_date,employees,1
cstmr_zip,loyalty_points,customers,0
transactionamount,refund_amount,transactions,0
prdct_ctgry,product_weight,products,0
transaction,payment_method,transactions,0
temp_member_id,shipping_address,orders,0
preferred-language,preferred_language,customers,1
src_trnsctn_fee,currency_code,transactions,0
ProductCost,product_id,products,0
Cstmr_Typ,income_range,customers,0
cstmr_cty,preferred_language,customers,0
preferred_language,customer_id,customers,0
last_login_time,last_login_date,customers,1
mrgncy_tlphn,employee_name,employees,0
temp_prod_subcategory,product_id,products,0
EMERGENCY_PHONE,employee_city,employees,0
shppng_cty,shipping_city,orders,1
temp_merchant_id,transaction_notes,transactions,0
ProductDimensions,last_updated,products,0
supplier_id_v2,product_dimensions,products,0
clnt_id,transaction_amount,transactions,0
p_state,product_status,products,1
customer-email,registration_date,customers,0
trnsctn_stts_field_src,exchange_rate,transactions,0
sale_id,terminal_id,transactions,0
raw_years_of_service,years_of_service,employees,1
order_total_orig,order_total,orders,1
worker_sal,emergency_phone,employees,0
product-description,stock_quantity,products,0
registrationdate,customer_state,customers,0
supplier-id,supplier_id,products,1
old_refund_amount,transaction_status,transactions,0
client_id,customer_id,orders,1
new_shipping_address,coupon_code,orders,0
productdescription,supplier_id,products,0
col_transaction_stage,order_status,orders,1
trnsctn_stts,transaction_notes,transactions,0
personnel_state,termination_date,employees,0
actual_delivery,order_date,orders,0
registrationdate_orig,occupation,customers,0
Card_Last_Four_Field,transaction_amount,transactions,0
REORDER_LEVEL,supplier_id,products,0
col_product_sku,product_id,products,0
pmt_time,transaction_date,transactions,1
src_employee_name,manager_id,employees,0
refund-date,transaction_amount,transactions,0
mrchnt_id,merchant_id,transactions,1
date_added_new,date_added,products,1
prdctcst,product_cost,products,1
transaction.notes,order_id,transactions,0
trnsctn_dt,authorization_code,transactions,0
mplyddrss,hire_date,employees,0
refundtime,refund_date,transactions,1
shipping_cost,customer_id,orders,0
coupon,shipping_address,orders,0
col_discount_amount,shipping_address,orders,0
newactualdelivery,actual_delivery,orders,1
o_id,order_id,transactions,1
MPLY_STTS,employee_name,employees,0
col_supplier_id,product_dimensions,products,0
product_su,product_description,products,0
transaction_date_temp,transaction_date,transactions,1
itm_barcode,product_dimensions,products,0
ccptn,occupation,customers,1
customer_state_new,customer_zip,customers,0
product_category,reorder_level,products,0
productsku,reorder_level,products,0
col_employee_state,emergency_contact,employees,0
Actual_Delivery,shipping_state,orders,0
cstmr_ddrss,customer_zip,customers,0
customer.email,customer_phone,customers,0
EmployeeEmail,employee_city,employees,0
orig_product-status,product_status,products,1
temp_item_id,product_barcode,products,0
itm_cost_legacy,product_brand,products,0
src_manager_id,employee_state,employees,0
EMPLOYEE_STATE,termination_date,employees,0
prdct_prc,product_size,products,0
rgstrtn_tmstmp,registration_date,customers,1
product,product_description,products,0
stock_quan,product_id,products,0
member,customer_id,customers,0
transaction_amount,payment_processor,transactions,0
reservation_notes,actual_delivery,orders,0
emergency_contact,employee_salary,employees,0
tmp_rfnd_dt,refund_date,transactions,1
productsize,product_cost,products,0
actual.delivery,order_date,orders,0
PaymentMethod,payment_processor,transactions,0
delivery_d,estimated_delivery,orders,0
transactionid,card_last_four,transactions,0
reorderlevel,reorder_level,products,1
cstmr_id,customer_id,orders,1
productdescription,product_description,products,1
occupation,occupation,customers,1
TransactionFee,transaction_date,transactions,0
DISCOUNT_AMOUNT,discount_amount,orders,1
new_p_desc,product_subcategory,products,0
rfnd_ts,refund_date,transactions,1
employeeposition,manager_id,employees,0
sku_sku_new,product_category,products,0
employee-address,employee_id,employees,0
MPLY_ZIP,employee_address,employees,0
Product_Barcode,product_price,products,0
productdescription,product_subcategory,products,0
orig_rdr_id,order_id,transactions,1
personnel_position,employee_position,employees,1
Customersegment,customer_status,customers,0
dt_of_brth,employee_status,employees,0
GOODS_NAME,product_name,products,1
sttlmnt,settlement_date,transactions,1
gender,customer_type,customers,0
Payment_Method,terminal_id,transactions,0
itm_sku,product_barcode,products,0
TRNSCTN_TYP,transaction_type,transactions,1
CustomerEmail,customer_segment,customers,0
booking_id,order_id,orders,1
order_prio,shipping_city,orders,0
origtaxamount,coupon_code,orders,0
estimated_delivery,payment_method,orders,0
shipping_state,order_date,orders,0
dateadded,product_subcategory,products,0
loyalty_points,loyalty_points,customers,1
rrdrlvl,product_category,products,0
article_category,product_name,products,0
years_of_service,emergency_phone,employees,0
last_updated,date_added,products,0
last_login_d,registration_date,customers,0
discount-amount,tax_amount,orders,0
years_of_s,employee_name,employees,0
mply_cty,employee_salary,employees,0
Trmnl_Id,transaction_notes,transactions,0
product.category,product_category,products,1
col_mrgncy_phn,employee_state,employees,0
trnsctn_nts,refund_amount,transactions,0
employee_salary_v2,emergency_phone,employees,0
mply_ddrss,date_of_birth,employees,0
prdct_brcd,product_id,products,0
manager_id_temp,manager_id,employees,1
TransactionId,refund_amount,transactions,0
CLIENT_ID,occupation,customers,0
employee_status_temp,employee_status,employees,1
IncomeRange,income_range,customers,1
mply_dprtmnt,performance_rating,employees,0
prod,product_color,products,0
customer_country,customer_city,customers,0
merchant_id,merchant_id,transactions,1
src_OrderPriority,shipping_address,orders,0
team_member_id,employee_status,employees,0
transaction_notes,transaction_type,transactions,0
Shipping_Address,shipping_address,orders,1
rdr_prrty_v2,order_priority,orders,1
new_registration_date,occupation,customers,0
taxamount,coupon_code,orders,0
Product_Sku,product_cost,products,0
ShippingResidence,shipping_address,orders,1
legacy_Product-Description,product_subcategory,products,0
sale_source,order_source,orders,1
col_customer_type,customer_phone,customers,0
old_customer_country,customer_phone,customers,0
authorization_code_raw,authorization_code,transactions,1
last_login_time,customer_address,customers,0
itm_brand,stock_quantity,products,0
Customer_Id_Src,customer_id,orders,1
dlvry_dt,delivery_date,orders,1
refunddate,refund_date,transactions,1
txn_amt,transaction_amount,transactions,1
ReorderLevel,reorder_level,products,1
productsku,product_barcode,products,0
