file_name,table
order_data.tsv,orders
data.xlsx,orders
products.xlsx,products
RAW_CUSTOMERS.TXT,customers
roster.txt,employees
RAW_PERSONNEL.XLSX,employees
master_file.xlsx,customers
staging_team_roster.parquet,employees
Customer_Data.Tsv,customers
combined_products_orders.xlsx,products
products.csv,products
TRANSACTIONS_2024_01.TSV,transactions
PRODUCT_MASTER.TXT,products
customers_2024.xlsx,customers
PaYMent_Log.xlsX,transactions
products_with_transactions.csv,transactions
staff_list.xlsx,employees
orders_customers_report.xlsx,orders
Orders.Xlsx,orders
data.csv,orders
Catalog_Q1.Xlsx,products
Product_List.Csv,products
PayrOLL_DAta.TsV,employees
export_q1.dat,customers
oRdeR_detaIlS.xlSx,orders
customers.txt,customers
Employees.Csv,employees
order_history.parquet,orders
combined_products_orders.xlsx,products
item_master.parquet,products
transactions_products.xlsx,products
SALES.XLSX,orders
SaLEs_ORdeRS.tSv,orders
Customer_Master.Parquet,customers
Staging_Team_Roster.Xlsx,employees
TrAnsaCTiONS_Report.TSV,orders
transactions_q1_2024.csv,transactions
PRODUCTS_JAN_2024.TSV,products
purchases.parquet,orders
employee_data.txt,employees
master_file.xlsx,customers
Prod_Crm_Export.Csv,customers
transactions_20240115.xlsx,transactions
ORDER_DATA.TSV,orders
CUSTOMER_MASTER.PARQUET,customers
PURCHASES.XLSX,orders
DATA.CSV,employees
PaymeNt_TRansaCTIONS.parQUet,transactions
ProDuCt_MAsTEr.TXT,products
pRodUCt_LIST.Tsv,products
purchase_history.parquet,orders
HR_DATA.CSV,employees
report.txt,customers
payment_transactions.tsv,transactions
employee_roster.txt,employees
EMPLOYEES_2024.TXT,employees
staff_list.xlsx,employees
sTAgiNg_CUStoMERs.tXT,customers
TRANSACTIONS.TXT,transactions
prod_cliENTs.Xlsx,customers
workforce.csv,employees
hR_eXPOrT.Csv,employees
merchandise.xlsx,products
Catalog.Csv,products
RAW_CUSTOMERS.TXT,customers
merchandise.xlsx,products
Employees.Xlsx,employees
order_history.csv,orders
OrdERS_20240115.Xlsx,orders
SUBSCRIBER_DATA.TSV,customers
saLes_RePOrT.dAt,orders
Transaction_Data.Xlsx,transactions
products_orders.csv,orders
invoice_data.xlsx,orders
EMPLOYEES_Q1_2024.TSV,employees
MASTER.DAT,products
StAgiNG_PayROll_dAta.cSv,employees
Client_Database.Tsv,customers
transactions_customers_report.csv,transactions
produCTS.TSV,products
products_with_employees.csv,employees
STAGING_CUSTOMERS.XLSX,customers
SALES_REPORT.TXT,orders
Catalog_Q1.Csv,products
pAyMenT_trANSaCtIOns.cSV,transactions
EMPLOYEES_JAN_2024.TXT,employees
transactions_q1_2024.csv,transactions
Order_Export_Final.Xlsx,orders
SUbSCRibEr_DaTa.XLsx,customers
prODUct_cAtAlog.Csv,products
data.txt,employees
Staging_Sales.Tsv,orders
product_catalog.csv,products
products.parquet,products
Customers_2023.Tsv,customers
order_details.xlsx,orders
rosTeR.CsV,employees
catalog_q1.dat,products
raw_customers.csv,customers
payment_transactions.csv,transactions
Transactions.Csv,transactions
customers_2024_01.xlsx,customers
master.txt,products
clients.xlsx,customers
staging_customers.parquet,customers
product_list.tsv,products
Dev_Sku_List.Tsv,products
TRANSACTION_LOG.TSV,transactions
Product_mASteR.Tsv,products
invoice_data.csv,orders
Report.Xlsx,customers
order_history.tsv,orders
pRoduCt_lISt.tSV,products
Transaction_Data.Csv,transactions
Staff_List.Parquet,employees
SALES.TSV,orders
PRODUCTS.PARQUET,products
transaction_log.txt,transactions
Product_Data.Tsv,products
Database_Dump.Xlsx,customers
transactions_with_products.xlsx,products
billing_data.parquet,transactions
DATA.DAT,products
OrDeRs.XlSX,orders
Raw_Sales.Parquet,orders
inventory.tsv,products
Export_Q1.Xlsx,orders
data.dat,employees
employees_with_customers.csv,customers
dev_sales.xlsx,orders
emPlOYeeS_jaN_2024.cSv,employees
report.xlsx,customers
transactions_2024.tsv,transactions
DATA.XLSX,transactions
payments.xlsx,transactions
Payment_Transactions.Parquet,transactions
Raw_Items.Parquet,products
employees.parquet,employees
Payment_Log.Xlsx,transactions
combined_transactions_customers.xlsx,transactions
report.dat,customers
Sales_Data.Parquet,orders
payment_log.xlsx,transactions
Report.Txt,orders
financial_transactions.csv,transactions
sALes_orDeRS.xLsx,orders
EMPLOYEES.TSV,employees
User_Data.Xlsx,customers
employees.xlsx,employees
financial_transactions.csv,transactions
EMPLOYEES_2023.PARQUET,employees
TrAnsAcTIoN_data.xLSx,transactions
Data.Txt,products
transaction_data.tsv,transactions
Products_2023.Parquet,products
dev_sales_data.xlsx,orders
STAGING_FINANCIAL_TRANSACTIONS.PARQUET,transactions
purchase_history.xlsx,orders
customers_with_orders.csv,orders
Employees_Q1_2024.Parquet,employees
employees_2023.csv,employees
STAGING_TEAM_ROSTER.TSV,employees
salES_dAta.xlsX,orders
payments.xlsx,transactions
Team_Roster.Xlsx,employees
PRODUCT_CATALOG.XLSX,products
Report.Txt,customers
prod_payment_history.csv,transactions
accounts.tsv,customers
EMPLOYEES.PARQUET,employees
product_master.parquet,products
combined_transactions_employees.xlsx,transactions
Financial_Report.Csv,transactions
cUStOmeRS_2024.Csv,customers
dAtAbASe_DUMP.CSV,customers
ORDERS.TXT,orders
PRODUCT_MASTER.TSV,products
INVENTORY.CSV,products
employees_2024.xlsx,employees
RAW_MERCHANDISE.TSV,products
billing_data.tsv,transactions
Roster.Xlsx,employees
product_data.csv,products
orders.parquet,orders
Employees.Parquet,employees
purchase_history.parquet,orders
sTaGING_PAYmeNtS.tSv,transactions
TRaNSACTion_LoG.tSv,transactions
Sales_Data.Csv,orders
Payment_Transactions.Csv,transactions
Payroll_Data.Parquet,employees
Merchandise.Parquet,products
employees_with_customers.xlsx,customers
MASTER.DAT,products
Customer_Data.Csv,customers
employee_roster.csv,employees
export_20240115.dat,orders
proDuctS_JAn_2024.csV,products
TRANSACTIONS.TXT,transactions
export_2024.xlsx,customers
SKu_LIsT.tsV,products
CATALOG_Q1.CSV,products
Hr_Export.Txt,employees
products_orders_report.xlsx,products
Customer_Data.Txt,customers
financial_transactions.xlsx,transactions
stafF_LiSt.XlSX,employees
Data.Csv,transactions
STAGING_CUSTOMERS.PARQUET,customers
transactions_customers.xlsx,customers
catalog_20240115.txt,products
employee_roster.txt,employees
dev_subscriber_data.parquet,customers
pAYMenT_LOG.Txt,transactions
cONTaCt_lIST.csV,customers
data.txt,customers
customers_with_products.csv,products
ORDER_EXPORT_LATEST.CSV,orders
merchandise.xlsx,products
export_q1.xlsx,orders
combined_orders_employees.xlsx,orders
DaTa.dat,transactions
Merchandise.Xlsx,products
contact_list.csv,customers
STAFF_LIST.CSV,employees
Transaction_Log.Csv,transactions
EMPLOYEE_MASTER.PARQUET,employees
employee_master.txt,employees
eMPlOYeES.TxT,employees
CUSTOMER_DATA.TSV,customers
CUSTOMER_DATA.PARQUET,customers
CataLoG.TsV,products
transaction_data.parquet,transactions
subscriber_data.parquet,customers
ROSTER.CSV,employees
employees_jan_2024.csv,employees
staGINg_meRCHANdIse.tsv,products
transactions_report.tsv,orders
OrDer_dETAiLs.PaRquet,orders
ROSTER.TXT,employees
employee_master.tsv,employees
rePOrt.csv,customers
PRODUCT_CATALOG.CSV,products
Transactions_Report.Parquet,orders
combined_customers_employees.csv,customers
Export_Q1.Txt,orders
sales_rePoRt.txt,orders
pAyMENT_hISTorY.csV,transactions
employees_transactions_report.xlsx,employees
order_details.xlsx,orders
purcHASeS.tsv,orders
prod_sales.xlsx,orders
RAW_STOCK_DATA.PARQUET,products
Customers_Jan_2024.Txt,customers
transaction_log.xlsx,transactions
combined_customers_orders.csv,customers
Product_Data.Xlsx,products
team_roster.csv,employees
employees_2023.xlsx,employees
CUSTOMER_EXPORT.TSV,customers
orders.xlsx,orders
PRoDuCT_caTALOG.TSV,products
empLOyEe_mASteR.cSV,employees
Payment_Data.Parquet,transactions
PAYMENT_TRANSACTIONS.TXT,transactions
PAYMENT_LOG.TXT,transactions
prod_payments.csv,transactions
order_export_backup.tsv,orders
EmpLOyeE_RostER.xlsx,employees
STAGING_PURCHASE_HISTORY.CSV,orders
caTALOg_20240115.Dat,products
product_master.parquet,products
report.xlsx,orders
sales_data.tsv,orders
products.tsv,products
INVOICE_DATA.XLSX,orders
STAGING_PERSONNEL.XLSX,employees
transactions_with_products.csv,products
Crm_Export.Tsv,customers
SALES.TSV,orders
Master_File.Dat,customers
BiLLiNg_Data.tSv,transactions
STOCK_DATA.CSV,products
team_roster.parquet,employees
Payment_Log.Xlsx,transactions
Employee_Data.Xlsx,employees
pRODUCT_cAtAlog.CSV,products
hr_export.csv,employees
EMPLOYEE_MASTER.PARQUET,employees
order_details.xlsx,orders
products_transactions_report.xlsx,products
payment_log.txt,transactions
Data.Csv,customers
Transaction_Data.Txt,transactions
Raw_User_Data.Tsv,customers
transaction_log.txt,transactions
employees.csv,employees
subscriber_data.parquet,customers
CUSTOMER_DATA.TXT,customers
ITEmS.xlSx,products
EMPLOYEE_DATA.XLSX,employees
Dev_User_Data.Parquet,customers
data.csv,orders
customer_list_final.xlsx,customers
USER_DATA.TSV,customers
product_master.csv,products
staff_list.parquet,employees
raw_customers.csv,customers
RAw_cuSTOMeRS.tsV,customers
items.xlsx,products
sales_orders.csv,orders
Export_20240115.Csv,orders
transactions_products_report.xlsx,transactions
employees_2023.csv,employees
STAGING_FINANCIAL_TRANSACTIONS.XLSX,transactions
SALES_REPORT.TXT,orders
product_master.parquet,products
Team_Roster.Xlsx,employees
REPORT.XLSX,customers
STAGING_SALES.XLSX,orders
staging_sales.tsv,orders
orders_transactions.csv,transactions
CUStomEr_DaTA.csv,customers
order_EXpORt_BaCkup.pARQuet,orders
orders_2023.csv,orders
data.txt,customers
ORDERS_Q1_2024.TXT,orders
Clients.Parquet,customers
Orders_2024.Xlsx,orders
sales_orders.parquet,orders
EMPLOYEES.CSV,employees
datA.cSV,employees
INVENTORY.TSV,products
data.txt,employees
CUSTOMER_LIST_FINAL.TXT,customers
Dev_Team_Roster.Csv,employees
product_catalog.csv,products
PERSONNEL.PARQUET,employees
proDucT_master.xlsX,products
STAGING_ACCOUNTS.TSV,customers
order_export_latest.txt,orders
employees_orders.csv,orders
payments.tsv,transactions
TRANSACTION_LOG.XLSX,transactions
Master_File.Csv,customers
TRANSACTIONS.CSV,transactions
customer_list_backup.parquet,customers
transaction_data.xlsx,transactions
sTaGINg_FInAnCIal_traNsaCtIoNS.TSV,transactions
CATALOG.PARQUET,products
User_Data.Csv,customers
raW_SUbscrIBer_DAta.XlSx,customers
transactions_report.tsv,orders
data.dat,employees
SaleS_ORDErS.txt,orders
SALES.XLSX,orders
ORDERS_2024_01.PARQUET,orders
data.csv,employees
PRODUCT_DATA.TXT,products
prod_sales.parquet,orders
customer_list_latest.txt,customers
STAging_PaYMeNt_dATa.XlSx,transactions
roster.csv,employees
orders_transactions.csv,transactions
CATALOG.TSV,products
Payment_Transactions.Tsv,transactions
item_master.parquet,products
STAGING_ACCOUNTS.XLSX,customers
invoice_data.csv,orders
Product_Master.Csv,products
sales_data.csv,orders
eXPOrT_20240115.cSv,orders
order_export_v1.csv,orders
stAGIng_puRChASE_hisTORy.PaRQUEt,orders
payment_log.txt,transactions
customer_export.tsv,customers
financial_report.dat,transactions
roster.txt,employees
producT_LISt.TXT,products
master.csv,products
Billing_Data.Tsv,transactions
Products_20240115.Xlsx,products
products_jan_2024.txt,products
product_data.csv,products
combined_employees_orders.csv,employees
produCt_list.CsV,products
INVENTORY.PARQUET,products
BilliNG_daTa.tSV,transactions
transaction_data.csv,transactions
MEMBER_LIST.CSV,customers
products_employees_report.xlsx,products
tEaM_ROstEr.XLsX,employees
Employee_Data.Xlsx,employees
products_2024.tsv,products
cATALoG_Q1.Csv,products
master_file.dat,customers
Products_20240115.Xlsx,products
data.csv,transactions
PRODUCT_MASTER.PARQUET,products
Catalog_20240115.Xlsx,products
ORDERS_2023.CSV,orders
raW_BillInG_DATa.Csv,transactions
PAYMENT_DATA.CSV,transactions
Product_Master.Tsv,products
TEAM_ROSTER.CSV,employees
report.dat,orders
product_master.csv,products
staff_list.csv,employees
orders_customers.csv,customers
products_q1_2024.csv,products
data.csv,products
INVOICE_DATA.TSV,orders
product_data.csv,products
Dev_Bookings.Csv,orders
customer_master.txt,customers
Dev_Crm_Export.Tsv,customers
customers_with_employees.xlsx,employees
CATALOG.TSV,products
raW_cusTOMErs.tXT,customers
employees_2024.xlsx,employees
Payment_Data.Xlsx,transactions
employees_2023.xlsx,employees
customer_export.csv,customers
employees_2023.tsv,employees
PAYMENT_TRANSACTIONS.TXT,transactions
Order_Export_V1.Xlsx,orders
customer_export.csv,customers
employee_data.txt,employees
Employee_Data.Tsv,employees
StAgiNG_bILLING_daTA.PArQuEt,transactions
customer_data.xlsx,customers
SalEs_OrdERs.tSv,orders
STAGING_CLIENT_DATABASE.PARQUET,customers
order_export_final.csv,orders
itEm_mAstER.parQueT,products
Report.Csv,orders
employee_roster.parquet,employees
User_Data.Xlsx,customers
InvoICe_datA.XLsx,orders
master_file.csv,customers
order_data.tsv,orders
PaYRolL_DAtA.paRqUet,employees
Hr_Data.Xlsx,employees
orders.csv,orders
STaGING_StaFF.cSv,employees
customer_export.csv,customers
customers.csv,customers
EMPLOYEE_MASTER.TSV,employees
subscriber_data.parquet,customers
workforce.tsv,employees
data.xlsx,employees
STOCK_DATA.XLSX,products
Employee_Data.Parquet,employees
transactions_with_customers.xlsx,customers
staff.xlsx,employees
customer_master.txt,customers
Transaction_Log.Txt,transactions
Customers.Txt,customers
raw_items.csv,products
data.dat,products
sku_list.parquet,products
data.txt,products
transactions_orders.xlsx,orders
staff_list.csv,employees
combined_orders_products.csv,orders
STAFF_LIST.PARQUET,employees
Employee_Roster.Tsv,employees
HR_DATA.CSV,employees
clients.csv,customers
data.xlsx,transactions
EmpLOYEE_mAStEr.Xlsx,employees
item_master.xlsx,products
user_data.xlsx,customers
sales.parquet,orders
report.xlsx,orders
catalog_q1.csv,products
report.xlsx,orders
Customer_Export.Tsv,customers
sales_orders.parquet,orders
REPORT.TXT,orders
transaction_log.tsv,transactions
PAyMenT_LOG.TxT,transactions
DATA.CSV,transactions
CLientS.cSv,customers
order_export_v2.txt,orders
staging_payments.tsv,transactions
mAStER.TxT,products
STOCK_DATA.TSV,products
transaction_log.csv,transactions
employees_q1_2024.parquet,employees
team_roster.tsv,employees
employee_data.csv,employees
products_2024_01.parquet,products
master.dat,products
billing_data.csv,transactions
Master_File.Xlsx,customers
product_master.txt,products
item_master.parquet,products
master.dat,products
orders_customers.csv,customers
ORDERs.pARQUeT,orders
CusTomeR_lISt_latESt.PArquET,customers
orders_with_products.csv,products
Sales_Report.Dat,orders
clients.tsv,customers
combined_products_orders.xlsx,products
Prod_Crm_Export.Csv,customers
products_with_employees.xlsx,employees
combined_products_customers.csv,products
bookings.tsv,orders
orders_with_transactions.csv,transactions
DATA.TXT,orders
saleS_REPort.DAt,orders
stock_data.csv,products
Transactions_2024.Tsv,transactions
tranSAcTiOn_dAtA.CSV,transactions
FINANCIAL_REPORT.CSV,transactions
Data.Dat,employees
order_details.csv,orders
products_employees_report.xlsx,products
rAW_custoMErs.tsv,customers
raw_member_list.parquet,customers
DATA.CSV,employees
finaNcIAl_rePort.csV,transactions
ORDER_DATA.TXT,orders
cUStomerS.xlSx,customers
Payment_Log.Dat,transactions
raw_items.parquet,products
financial_report.txt,transactions
RAW_SUBSCRIBER_DATA.TSV,customers
EMPLOYEE_DATA.PARQUET,employees
CLIENTS.CSV,customers
data.txt,employees
TrANSaCtiOnS.TXT,transactions
emPlOYEeS_Q1_2024.paRQUet,employees
prod_inventory.tsv,products
payment_data.tsv,transactions
finaNCiAL_rEporT.tXT,transactions
Merchandise.Parquet,products
Transaction_Data.Parquet,transactions
Customer_List_Latest.Tsv,customers
stock_data.csv,products
CONTACT_LIST.TSV,customers
order_data.tsv,orders
orders.tsv,orders
master.txt,products
transaction_log.tsv,transactions
sales_report.dat,orders
ProduCt_lisT.XLSX,products
ORDERS.PARQUET,orders
Product_CatAloG.XlSx,products
Data.Csv,products
orders_2024.parquet,orders
EMplOYee_dAta.xLSx,employees
STOCk_datA.xlsX,products
export_2024.txt,orders
customer_data.csv,customers
EMPLOYEE_DATA.XLSX,employees
Dev_Transactions_Report.Parquet,orders
USER_DATA.PARQUET,customers
Personnel.Parquet,employees
paYmeNt_lOG.xLsx,transactions
Raw_Merchandise.Xlsx,products
payment_transactions.txt,transactions
item_master.csv,products
RAW_CUSTOMERS.TSV,customers
export_q1.txt,customers
ROSTER.XLSX,employees
orders_employees.xlsx,employees
TRanSACTIOns_20240115.PARQuEt,transactions
combined_employees_orders.csv,employees
PAYMENT_TRANSACTIONS.PARQUET,transactions
Roster.Xlsx,employees
customers_transactions.csv,transactions
Staging_Customers.Xlsx,customers
payment_data.csv,transactions
customers_employees_report.csv,customers
financial_report.xlsx,transactions
export_q1.txt,customers
data.txt,transactions
SUBSCRIBER_DATA.XLSX,customers
combined_transactions_employees.csv,transactions
data.dat,transactions
master.dat,products
TRANSACTION_DATA.CSV,transactions
PRODUCT_MASTER.TSV,products
ORDER_DETAILS.TSV,orders
transactions_with_customers.csv,customers
prod_purchase_history.tsv,orders
SALES_REPORT.XLSX,orders
PAYMENT_LOG.TXT,transactions
data.dat,transactions
Payment_Transactions.Parquet,transactions
product_data.parquet,products
sTAgINg_StOck_DATa.cSv,products
data.dat,products
TRANsAcTiON_loG.TsV,transactions
Payments.Csv,transactions
order_details.parquet,orders
orders_jan_2024.parquet,orders
Raw_Billing_Data.Csv,transactions
client_database.xlsx,customers
Bookings.Xlsx,orders
tRaNsactIoNS_20240115.tSv,transactions
TRANsacTiOn_DaTa.parQuEt,transactions
personnel.parquet,employees
Staging_Billing_Data.Parquet,transactions
billing_data.xlsx,transactions
customers.tsv,customers
CUSTOMER_LIST_V2.CSV,customers
catalog_jan.dat,products
employees.tsv,employees
employees_products.csv,products
dAtA.xlsx,products
DATA.XLSX,employees
employee_roster.xlsx,employees
ORDER_HISTORY.TSV,orders
hr_export.txt,employees
products_with_orders.csv,orders
inventory.parquet,products
products_2023.txt,products
product_list.xlsx,products
roster.csv,employees
PrOD_InVOIcE_daTa.PArQuEt,orders
TRANSACTION_DATA.CSV,transactions
DATA.TXT,employees
order_data.xlsx,orders
woRKfoRcE.Csv,employees
staff_list.xlsx,employees
PAYMENT_TRANSACTIONS.PARQUET,transactions
pAYMENt_hiStORY.TsV,transactions
EmpLOYee_Master.csv,employees
staging_financial_transactions.xlsx,transactions
PRODUCT_MASTER.PARQUET,products
Payment_Log.Txt,transactions
staging_payment_data.tsv,transactions
order_history.tsv,orders
order_export_latest.csv,orders
payroll_data.tsv,employees
financial_report.csv,transactions
Sales_Data.Tsv,orders
Prod_Purchase_History.Xlsx,orders
database_dump.dat,customers
Raw_Customers.Xlsx,customers
transactions_orders_report.xlsx,transactions
PAYMENT_LOG.XLSX,transactions
products_employees_report.xlsx,products
sTAgiNG_tEAm_rOsTER.CSV,employees
STAGING_CLIENT_DATABASE.PARQUET,customers
DATA.CSV,products
Payment_Transactions.Parquet,transactions
HR_EXPORT.DAT,employees
EMPLOYEE_ROSTER.CSV,employees
transactions_products_report.xlsx,transactions
fINAnCIAL_REPORT.TXt,transactions
CLiEnt_DataBASe.cSV,customers
Staff_List.Xlsx,employees
Staging_Payment_History.Csv,transactions
daTABASE_DUmP.csv,customers
Customer_Master.Tsv,customers
dev_payment_data.parquet,transactions
Product_Data.Tsv,products
SalEs.parQUeT,orders
FiNAnCIAL_traNsActiOns.xLsx,transactions
Order_Data.Txt,orders
TRANSACTIONS_2023.TSV,transactions
order_details.csv,orders
data.csv,transactions
Payroll_Data.Xlsx,employees
DATA.XLSX,products
ACCOUNTS.XLSX,customers
Product_List.Xlsx,products
orders_employees.xlsx,employees
payment_log.csv,transactions
transactions_20240115.tsv,transactions
prod_payment_history.tsv,transactions
transactions.xlsx,transactions
cusTOmErs_2024_01.cSv,customers
Staging_Items.Parquet,products
Employee_Master.Txt,employees
EMPLOYEES.CSV,employees
TRAnsActIoN_DaTA.Tsv,transactions
transactions_customers_report.xlsx,transactions
payment_data.parquet,transactions
cLIEnts.tSv,customers
raw_customers.txt,customers
USER_DATA.XLSX,customers
SuBsCriBEr_datA.XLSX,customers
Invoice_Data.Xlsx,orders
products_2024.parquet,products
Staging_Inventory.Csv,products
BillINg_Data.CSv,transactions
eXPoRt_20240115.txt,customers
oRDer_dEtAiLs.Csv,orders
STAFF.PARQUET,employees
Raw_Sku_List.Tsv,products
eMplOYEeS_q1_2024.tSV,employees
CUSTOMERs_2024_01.xLSX,customers
SALes_REPOrT.CSV,orders
transactions_with_customers.xlsx,customers
customers_with_transactions.xlsx,transactions
sales_report.xlsx,orders
payment_transactions.tsv,transactions
CusToMeRs_Q1_2024.TXt,customers
ITEMS.XLSX,products
BIlLING_DATA.tSV,transactions
customers_orders_report.csv,customers
Customers.Tsv,customers
PaYmeNT_LoG.csv,transactions
Contact_List.Xlsx,customers
export_jan.txt,customers
orDERS.PArQueT,orders
Customer_List_V1.Csv,customers
payment_transactions.parquet,transactions
STOCK_DATA.TSV,products
Employee_Roster.Xlsx,employees
EMPLOYEE_DATA.TXT,employees
TRANSACTION_DATA.TSV,transactions
SaleS_rEPORT.CSv,orders
transactions_employees_report.xlsx,transactions
ItEMS.PArQuET,products
REPORT.TXT,orders
TRANSACTIONS_Q1_2024.CSV,transactions
employee_master.txt,employees
Employees.Csv,employees
Orders_20240115.Tsv,orders
Financial_Report.Dat,transactions
CUsTOMER_dATA.Xlsx,customers
ORDErS_Q1_2024.PArquet,orders
daTaBase_dumP.XLSx,customers
transactions_with_orders.csv,orders
CATALOG_2024.XLSX,products
employee_master.tsv,employees
database_dump.csv,customers
PaymENt_Log.TxT,transactions
product_data.xlsx,products
rAW_item_mAsTer.parQuet,products
producT_catalOg.xlSX,products
staging_customers.xlsx,customers
financial_transactions.tsv,transactions
staging_items.csv,products
catalog_20240115.txt,products
iNvoIcE_DATa.CsV,orders
Staging_Sales_Data.Xlsx,orders
EMPLOYEE_ROSTER.CSV,employees
transactions.parquet,transactions
ITEM_MASTER.CSV,products
data.xlsx,employees
InvOice_DATa.cSV,orders
rAW_USEr_datA.TSv,customers
combined_orders_products.csv,orders
products.tsv,products
Orders.Csv,orders
Product_Data.Xlsx,products
expORt_20240115.txT,customers
cLIENts.Tsv,customers
DATA.TXT,orders
REPORT.XLSX,orders
transactions.xlsx,transactions
TRANSACTIONS_Q1_2024.TXT,transactions
Prod_MEMBer_LIst.csv,customers
Roster.Xlsx,employees
customer_master.xlsx,customers
subscriber_data.csv,customers
orders_customers.csv,customers
CUsTOmERS.CSV,customers
cOntaCT_LiSt.XLSX,customers
master.csv,products
ITEM_MASTER.PARQUET,products
emPloyee_DATA.TsV,employees
pRODUCTs.PArqUEt,products
order_history.txt,orders
products_with_employees.csv,employees
products_employees.csv,employees
orders_employees_report.xlsx,orders
transactions_employees.csv,employees
SALES_ORDERS.TXT,orders
staging_financial_transactions.xlsx,transactions
STafF_LisT.CsV,employees
DAta.XLSx,orders
DATA.TXT,orders
Data.Txt,products
sku_list.xlsx,products
Transactions_2023.Txt,transactions
stagINg_cuStoMERs.Tsv,customers
payment_log.dat,transactions
EXPORT_Q1.TXT,orders
data.xlsx,transactions
TRANSACTIONS.TXT,transactions
employees_orders.xlsx,orders
oRDeR_DetAiLS.cSv,orders
Sales_Orders.Parquet,orders
orders_q1_2024.txt,orders
DATABASE_DUMP.CSV,customers
items.tsv,products
Employees_2024.Tsv,employees
STAGING_CLIENT_DATABASE.TSV,customers
financial_report.csv,transactions
purchase_history.xlsx,orders
DATA.XLSX,customers
ORder_HiStORY.CSv,orders
order_data.txt,orders
data.txt,products
ORDeR_exPoRt_lATEst.CsV,orders
transactions_orders_report.csv,transactions
personnel.parquet,employees
Payment_Transactions.Parquet,transactions
Data.Dat,employees
BILLING_DATA.TSV,transactions
contact_list.csv,customers
PAYMENT_TRANSACTIONS.TXT,transactions
Accounts.Csv,customers
FINANCIAL_REPORT.TXT,transactions
SAleS.tSV,orders
master_file.txt,customers
customer_export.parquet,customers
staff_list.tsv,employees
inVenTORy.xlsx,products
orders_with_transactions.csv,transactions
crm_export.tsv,customers
customer_master.txt,customers
employee_master.parquet,employees
Employees.Parquet,employees
TRANSACTIONS.XLSX,transactions
oRder_dATa.xlSx,orders
SALES.CSV,orders
DATA.DAT,transactions
Merchandise.Xlsx,products
employee_master.csv,employees
DAta.TXT,customers
database_dump.xlsx,customers
transactions_orders.csv,orders
prod_financial_transactions.parquet,transactions
catalog_jan.dat,products
PAYMENT_LOG.TXT,transactions
Data.Txt,customers
order_expoRt_v1.tsV,orders
EMPLOYEE_DATA.TXT,employees
Purchase_History.Tsv,orders
eXpOrt_2024.XlSX,orders
sAles_orders.txt,orders
orders_with_employees.csv,employees
customer_master.xlsx,customers
TraNsaCtiONS.TXt,transactions
pRoDuct_dATA.xLSx,products
customers_transactions.xlsx,transactions
User_Data.Csv,customers
dEv_billINg_DAta.tSv,transactions
Employee_Roster.Tsv,employees
RAW_CUSTOMERS.XLSX,customers
prod_payment_history.csv,transactions
product_list.parquet,products
employees.parquet,employees
employees_orders.csv,orders
sku_list.tsv,products
finaNcIAl_tRAnsacTIons.ParqUeT,transactions
HR_DATA.Csv,employees
combined_transactions_customers.csv,transactions
staging_customers.txt,customers
payment_transactions.parquet,transactions
rEPORt.xLsX,orders
raw_hr_data.csv,employees
staging_financial_transactions.csv,transactions
CLIENT_DATABASE.XLSX,customers
Orders_2024.Csv,orders
sales.tsv,orders
Staff.Csv,employees
RaW_PAyMeNTs.csV,transactions
Raw_Workforce.Xlsx,employees
data.xlsx,products
master_file.csv,customers
employees_2023.txt,employees
Dev_salEs.xLSX,orders
product_data.parquet,products
Dev_Purchase_History.Tsv,orders
EMPLOYEE_MASTER.TSV,employees
Raw_Item_Master.Tsv,products
ROsteR.xlsx,employees
transactions_orders.xlsx,orders
sku_list.parquet,products
data.dat,products
transactions.txt,transactions
Staging_Payroll_Data.Parquet,employees
data.Dat,employees
user_data.xlsx,customers
Export_20240115.Dat,customers
product_catalog.txt,products
TRANSACTIONS_2024.PARQUET,transactions
ITEM_MASTer.PArqUEt,products
FINaNCIAl_repoRt.daT,transactions
roster.txt,employees
produCT_mASTer.CSV,products
Products.Parquet,products
Employees.Csv,employees
SALES_ORDERS.TXT,orders
product_list.parquet,products
Personnel.Parquet,employees
accounts.xlsx,customers
eXpORT_q1.cSV,customers
Payment_Log.Dat,transactions
ROSTER.CSV,employees
Team_Roster.Parquet,employees
report.txt,orders
products_with_employees.xlsx,employees
sAles_OrDERs.Csv,orders
workforce.csv,employees
employees_2023.txt,employees
dev_accounts.csv,customers
products_20240115.tsv,products
Export_2024.Xlsx,orders
employees_orders_report.csv,employees
staging_payment_data.xlsx,transactions
PersONnEL.cSV,employees
product_catalog.txt,products
dev_bookings.xlsx,orders
products_with_customers.csv,customers
orders_jan_2024.csv,orders
payment_log.txt,transactions
orders_products_report.csv,orders
data.txt,orders
items.csv,products
combined_employees_customers.xlsx,employees
OrDEr_expORt_V1.TsV,orders
Payment_Log.Csv,transactions
transactions_2023.csv,transactions
data.txt,transactions
Employees.Parquet,employees
DATA.CSV,products
Team_Roster.Csv,employees
Raw_Payment_Data.Csv,transactions
hr_export.xlsx,employees
Transactions_Report.Csv,orders
employees.txt,employees
products_employees.xlsx,employees
products.parquet,products
team_roster.xlsx,employees
eMPlOyeE_DaTA.PArQUEt,employees
combined_orders_transactions.csv,orders
DEV_CATALOG.XLSX,products
TRANSACTION_LOG.PARQUET,transactions
team_roster.xlsx,employees
StAginG_cuSTomerS.XlSx,customers
